signal_a,signal_b,mean_a,mean_b,volatility_a,volatility_b,correlation,weight_a,weight_b,weight_a_closed_form,closed_form_agrees,lagrange_multiplier,budget_denominator,stationary_point_is_maximum,optimal_sharpe,equal_weight_sharpe,best_single_sharpe,gross_leverage,covariance_condition_number,grid_best_weight_a,grid_best_sharpe,long_only_weight_a,long_only_sharpe,evaluation_sharpe_at_frozen_weights,evaluation_sharpe_long_only
headline/sentiment_all,llm/vader,0.00040281869735377926,0.0002414164054357921,0.005019427419074665,0.005794885441854081,0.5854492893154529,1.0899656669817892,-0.08996566698178918,1.0899656669817892,True,0.0,15.535281093276467,True,1.2782167438924292,1.061433519690093,1.2739597659227422,1.1799313339635784,3.95991104127552,1.0899999999999999,1.2782167433119664,1.0,1.2739597659227422,0.5608923688981026,0.5760561649093326
headline/sentiment_non_reuters,headline/sentiment_reuters,0.000349981137906278,-8.744346488348531e-05,0.005156470049395193,0.0030884475733343295,0.4962066212418529,-3.796173853464973,4.796173853464973,-3.7961738534649725,True,0.0,-5.552065646203712,False,-1.563854005453071,0.5783262265671966,1.0774383005350952,8.592347706929946,4.610431198582806,25.0,1.5323629609708982,1.0,1.0774383005350952,-1.1842618835564203,0.10577650175788587
headline/sentiment_non_reuters,llm/finbert,0.000349981137906278,0.00021709715836115066,0.005156470049395193,0.004878050611642556,0.6812275262091538,1.051236323035405,-0.051236323035404915,1.051236323035405,True,0.0,12.927041982055034,True,1.0780923347652114,0.9784006267033113,1.0774383005350952,1.1024726460708099,5.29794090029081,1.051000000000002,1.0780923213624796,1.0,1.0774383005350952,0.05538571757373257,0.10577650175788587
headline/sentiment_non_reuters,llm/gemma-4-31b,0.000349981137906278,6.88717621405478e-05,0.005156470049395193,0.004256567645728868,0.6623798653038707,2.563703900442238,-1.563703900442238,2.5637039004422357,True,0.0,7.7032521456490635,True,1.2380208578809468,0.7740680868426161,1.0774383005350952,4.127407800884476,5.199983177664873,2.5635000000000012,1.2380208572184777,1.0,1.0774383005350952,0.6585572851375997,0.10577650175788587
headline/sentiment_non_reuters,llm/vader,0.000349981137906278,0.0002414164054357921,0.005156470049395193,0.005794885441854081,0.5935631817172274,0.9724467394236995,0.027553260576300514,0.9724467394236993,True,0.0,13.284406798123207,True,1.0777790159980885,0.9599622009788691,1.0774383005350952,1.0,4.011078661893025,0.9725000000000001,1.0777790147023874,0.9724467394236995,1.0777790159980885,0.12101331652783925,0.12101331652783925
headline/sentiment_reuters,llm/finbert,-8.744346488348531e-05,0.00021709715836115066,0.0030884475733343295,0.004878050611642556,0.44005914328518586,4.048178416149007,-3.0481784161490064,4.048178416149009,True,0.0,-4.751096234894398,False,-1.102777642713653,0.30152474925527717,0.7064933971675242,7.096356832298014,3.8086660317908487,-25.0,1.0727074635449674,0.0,0.7064933971675242,-2.470272776929306,1.1783917251865554
headline/sentiment_reuters,llm/gemma-4-31b,-8.744346488348531e-05,6.88717621405478e-05,0.0030884475733343295,0.004256567645728868,0.39754519317177184,2.3415370062630205,-1.3415370062630203,2.3415370062630196,True,0.0,-5.70644748227282,False,-0.6536845485417268,-0.04775695268459359,0.2568513931569123,3.683074012526041,2.9135099748726025,-25.0,0.5908550675938437,0.0,0.2568513931569123,-0.9120605185994429,-0.5323521175313883
headline/sentiment_reuters,llm/vader,-8.744346488348531e-05,0.0002414164054357921,0.0030884475733343295,0.005794885441854081,0.474270602713878,2.569093202104381,-1.5690932021043809,2.5690932021043817,True,0.0,-7.816753905853403,False,-1.0902749293702312,0.3152999665259398,0.6613360463497473,4.138186404208762,5.3004761545209105,-25.0,1.011868201379714,0.0,0.6613360463497473,-2.081086197202168,0.5720143014280418
llm/finbert,llm/gemma-4-31b,0.00021709715836115066,6.88717621405478e-05,0.004878050611642556,0.004256567645728868,0.6701118217265525,1.867302630271442,-0.8673026302714419,1.8673026302714406,True,0.0,6.7076737652348495,True,0.7643753523986612,0.5435912718656495,0.7064933971675242,2.734605260542884,5.203693657502981,1.8674999999999997,0.7643753510671328,1.0,0.7064933971675242,2.0339029120684207,1.1783917251865554
llm/finbert,llm/vader,0.00021709715836115066,0.0002414164054357921,0.004878050611642556,0.005794885441854081,0.6150600294334425,0.6108887169964825,0.3891112830035174,0.6108887169964826,True,0.0,10.19161007819509,True,0.76280466058118,0.7582416366279094,0.7064933971675242,0.9999999999999999,4.399402035255846,0.6110000000000007,0.7628046558329218,0.6108887169964825,0.76280466058118,0.9690367115547113,0.9690367115547113
llm/gemma-4-31b,llm/vader,6.88717621405478e-05,0.0002414164054357921,0.004256567645728868,0.005794885441854081,0.4949075056785137,-0.21881541695782555,1.2188154169578256,-0.21881541695782533,True,0.0,6.310307333327914,True,0.6662869781020976,0.5645894421329878,0.6613360463497473,1.4376308339156512,3.535090184007835,-0.2190000000000012,0.6662869754385058,0.0,0.6613360463497473,0.7279066451269655,0.5720143014280418
