signals,size,sharpe,is_add_drop_stable,best_addition,best_addition_sharpe,best_removal,best_removal_sharpe
headline/sentiment_non_reuters|headline/sentiment_reuters,2,0.5783262265671966,False,headline/sentiment_all,0.8814237859178325,headline/sentiment_reuters,1.0774383005350952
headline/sentiment_non_reuters|llm/finbert,2,0.9784006267033113,False,headline/sentiment_all,1.1038679318529647,llm/finbert,1.0774383005350952
headline/sentiment_non_reuters|llm/gemma-4-31b,2,0.7740680868426161,False,headline/sentiment_all,0.976121087357744,llm/gemma-4-31b,1.0774383005350952
headline/sentiment_non_reuters|llm/vader,2,0.9599622009788691,False,headline/sentiment_all,1.099394758026205,llm/vader,1.0774383005350952
headline/sentiment_reuters|llm/finbert,2,0.30152474925527717,False,headline/sentiment_all,0.7698236483728602,headline/sentiment_reuters,0.7064933971675242
headline/sentiment_reuters|llm/gemma-4-31b,2,-0.04775695268459359,False,headline/sentiment_all,0.5897732749924575,headline/sentiment_reuters,0.2568513931569123
headline/sentiment_reuters|llm/vader,2,0.3152999665259398,False,headline/sentiment_all,0.7617887626991847,headline/sentiment_reuters,0.6613360463497473
llm/finbert|llm/gemma-4-31b,2,0.5435912718656495,False,headline/sentiment_all,0.8731255390296997,llm/gemma-4-31b,0.7064933971675242
llm/finbert|llm/vader,2,0.7582416366279094,False,headline/sentiment_all,1.0055429880610982,llm/vader,0.7064933971675242
llm/gemma-4-31b|llm/vader,2,0.5645894421329878,False,headline/sentiment_all,0.8846191251879559,llm/gemma-4-31b,0.6613360463497473
headline/actionable_sentiment_all|headline/sentiment_all|headline/sentiment_non_reuters,3,0.6965165205980887,False,llm/vader,0.7609205769389767,headline/actionable_sentiment_all,1.1776280962506973
headline/actionable_sentiment_all|headline/sentiment_all|headline/sentiment_reuters,3,0.26335305607813914,False,headline/sentiment_non_reuters,0.5311374886463174,headline/actionable_sentiment_all,0.7079633944150069
headline/actionable_sentiment_all|headline/sentiment_all|llm/finbert,3,0.6083681325608853,False,headline/sentiment_non_reuters,0.7523576233195975,headline/actionable_sentiment_all,1.0835069267814215
headline/actionable_sentiment_all|headline/sentiment_all|llm/gemma-4-31b,3,0.4380840034305295,False,headline/sentiment_non_reuters,0.6355235871415585,headline/actionable_sentiment_all,0.884282463116986
headline/actionable_sentiment_all|headline/sentiment_all|llm/vader,3,0.6202207107232977,False,headline/sentiment_non_reuters,0.7609205769389767,headline/actionable_sentiment_all,1.061433519690093
headline/actionable_sentiment_all|headline/sentiment_non_reuters|headline/sentiment_reuters,3,0.18555572552657684,False,headline/sentiment_all,0.5311374886463174,headline/actionable_sentiment_all,0.5783262265671966
headline/actionable_sentiment_all|headline/sentiment_non_reuters|llm/finbert,3,0.5380304820677209,False,headline/sentiment_all,0.7523576233195975,headline/actionable_sentiment_all,0.9784006267033113
headline/actionable_sentiment_all|headline/sentiment_non_reuters|llm/gemma-4-31b,3,0.3667745144371972,False,headline/sentiment_all,0.6355235871415585,headline/actionable_sentiment_all,0.7740680868426161
headline/actionable_sentiment_all|headline/sentiment_non_reuters|llm/vader,3,0.5509171830138002,False,headline/sentiment_all,0.7609205769389767,headline/actionable_sentiment_all,0.9599622009788691
headline/actionable_sentiment_all|headline/sentiment_reuters|llm/finbert,3,-0.003954271293985736,False,headline/sentiment_all,0.4351039854019619,headline/actionable_sentiment_all,0.30152474925527717
headline/actionable_sentiment_all|headline/sentiment_reuters|llm/gemma-4-31b,3,-0.24793537298268167,False,headline/sentiment_all,0.2830438720472832,headline/actionable_sentiment_all,-0.04775695268459359
headline/actionable_sentiment_all|headline/sentiment_reuters|llm/vader,3,0.0323692620404207,False,headline/sentiment_all,0.44757714092265455,headline/actionable_sentiment_all,0.3152999665259398
headline/actionable_sentiment_all|llm/finbert|llm/gemma-4-31b,3,0.21226485836628778,False,headline/sentiment_all,0.5508832705587234,headline/actionable_sentiment_all,0.5435912718656495
headline/actionable_sentiment_all|llm/finbert|llm/vader,3,0.41747448532096315,False,headline/sentiment_all,0.686095015139375,headline/actionable_sentiment_all,0.7582416366279094
headline/actionable_sentiment_all|llm/gemma-4-31b|llm/vader,3,0.24058735042130766,False,headline/sentiment_all,0.567948576168316,headline/actionable_sentiment_all,0.5645894421329878
headline/sentiment_all|headline/sentiment_non_reuters|headline/sentiment_reuters,3,0.8814237859178325,False,llm/finbert,0.8887879627821516,headline/sentiment_reuters,1.1776280962506973
headline/sentiment_all|headline/sentiment_non_reuters|llm/finbert,3,1.1038679318529647,False,llm/vader,1.0546492458265786,llm/finbert,1.1776280962506973
headline/sentiment_all|headline/sentiment_non_reuters|llm/gemma-4-31b,3,0.976121087357744,False,llm/vader,0.9645968434004164,llm/gemma-4-31b,1.1776280962506973
headline/sentiment_all|headline/sentiment_non_reuters|llm/vader,3,1.099394758026205,False,llm/finbert,1.0546492458265786,llm/vader,1.1776280962506973
headline/sentiment_all|headline/sentiment_reuters|llm/finbert,3,0.7698236483728602,False,headline/sentiment_non_reuters,0.8887879627821516,headline/sentiment_reuters,1.0835069267814215
headline/sentiment_all|headline/sentiment_reuters|llm/gemma-4-31b,3,0.5897732749924575,False,headline/sentiment_non_reuters,0.7691570420978329,headline/sentiment_reuters,0.884282463116986
headline/sentiment_all|headline/sentiment_reuters|llm/vader,3,0.7617887626991847,False,headline/sentiment_non_reuters,0.8864575498218327,headline/sentiment_reuters,1.061433519690093
headline/sentiment_all|llm/finbert|llm/gemma-4-31b,3,0.8731255390296997,False,headline/sentiment_non_reuters,0.9553064820834489,llm/gemma-4-31b,1.0835069267814215
headline/sentiment_all|llm/finbert|llm/vader,3,1.0055429880610982,False,headline/sentiment_non_reuters,1.0546492458265786,llm/vader,1.0835069267814215
headline/sentiment_all|llm/gemma-4-31b|llm/vader,3,0.8846191251879559,False,headline/sentiment_non_reuters,0.9645968434004164,llm/gemma-4-31b,1.061433519690093
headline/sentiment_non_reuters|headline/sentiment_reuters|llm/finbert,3,0.685809972241089,False,headline/sentiment_all,0.8887879627821516,headline/sentiment_reuters,0.9784006267033113
headline/sentiment_non_reuters|headline/sentiment_reuters|llm/gemma-4-31b,3,0.5025731588196322,False,headline/sentiment_all,0.7691570420978329,headline/sentiment_reuters,0.7740680868426161
headline/sentiment_non_reuters|headline/sentiment_reuters|llm/vader,3,0.6811009870069534,False,headline/sentiment_all,0.8864575498218327,headline/sentiment_reuters,0.9599622009788691
headline/sentiment_non_reuters|llm/finbert|llm/gemma-4-31b,3,0.7989140148240433,False,headline/sentiment_all,0.9553064820834489,llm/gemma-4-31b,0.9784006267033113
headline/sentiment_non_reuters|llm/finbert|llm/vader,3,0.9348531591211723,False,headline/sentiment_all,1.0546492458265786,llm/vader,0.9784006267033113
headline/sentiment_non_reuters|llm/gemma-4-31b|llm/vader,3,0.8104652430427111,False,headline/sentiment_all,0.9645968434004164,llm/gemma-4-31b,0.9599622009788691
headline/sentiment_reuters|llm/finbert|llm/gemma-4-31b,3,0.31053761144435194,False,headline/sentiment_all,0.6661551932995283,headline/sentiment_reuters,0.5435912718656495
headline/sentiment_reuters|llm/finbert|llm/vader,3,0.5128565333650509,False,headline/sentiment_all,0.7930825243299048,headline/sentiment_reuters,0.7582416366279094
headline/sentiment_reuters|llm/gemma-4-31b|llm/vader,3,0.3326650493466382,False,headline/sentiment_all,0.6757978862723353,headline/sentiment_reuters,0.5645894421329878
llm/finbert|llm/gemma-4-31b|llm/vader,3,0.6567314668141515,False,headline/sentiment_all,0.8767691981318901,llm/gemma-4-31b,0.7582416366279094
headline/actionable_sentiment_all|headline/sentiment_all|headline/sentiment_non_reuters|headline/sentiment_reuters,4,0.5311374886463174,False,llm/vader,0.6192680945376979,headline/actionable_sentiment_all,0.8814237859178325
headline/actionable_sentiment_all|headline/sentiment_all|headline/sentiment_non_reuters|llm/finbert,4,0.7523576233195975,False,llm/vader,0.7897195537011933,headline/actionable_sentiment_all,1.1038679318529647
headline/actionable_sentiment_all|headline/sentiment_all|headline/sentiment_non_reuters|llm/gemma-4-31b,4,0.6355235871415585,False,llm/vader,0.7010166549190617,headline/actionable_sentiment_all,0.976121087357744
headline/actionable_sentiment_all|headline/sentiment_all|headline/sentiment_non_reuters|llm/vader,4,0.7609205769389767,False,llm/finbert,0.7897195537011933,headline/actionable_sentiment_all,1.099394758026205
headline/actionable_sentiment_all|headline/sentiment_all|headline/sentiment_reuters|llm/finbert,4,0.4351039854019619,False,headline/sentiment_non_reuters,0.611342854292151,headline/actionable_sentiment_all,0.7698236483728602
headline/actionable_sentiment_all|headline/sentiment_all|headline/sentiment_reuters|llm/gemma-4-31b,4,0.2830438720472832,False,headline/sentiment_non_reuters,0.5030578358538216,headline/actionable_sentiment_all,0.5897732749924575
headline/actionable_sentiment_all|headline/sentiment_all|headline/sentiment_reuters|llm/vader,4,0.44757714092265455,False,headline/sentiment_non_reuters,0.6192680945376979,headline/actionable_sentiment_all,0.7617887626991847
headline/actionable_sentiment_all|headline/sentiment_all|llm/finbert|llm/gemma-4-31b,4,0.5508832705587234,False,headline/sentiment_non_reuters,0.6886061625992116,headline/actionable_sentiment_all,0.8731255390296997
headline/actionable_sentiment_all|headline/sentiment_all|llm/finbert|llm/vader,4,0.686095015139375,False,headline/sentiment_non_reuters,0.7897195537011933,headline/actionable_sentiment_all,1.0055429880610982
headline/actionable_sentiment_all|headline/sentiment_all|llm/gemma-4-31b|llm/vader,4,0.567948576168316,False,headline/sentiment_non_reuters,0.7010166549190617,headline/actionable_sentiment_all,0.8846191251879559
headline/actionable_sentiment_all|headline/sentiment_non_reuters|headline/sentiment_reuters|llm/finbert,4,0.37486265094679994,False,headline/sentiment_all,0.611342854292151,headline/actionable_sentiment_all,0.685809972241089
headline/actionable_sentiment_all|headline/sentiment_non_reuters|headline/sentiment_reuters|llm/gemma-4-31b,4,0.2219865118949631,False,headline/sentiment_all,0.5030578358538216,headline/actionable_sentiment_all,0.5025731588196322
headline/actionable_sentiment_all|headline/sentiment_non_reuters|headline/sentiment_reuters|llm/vader,4,0.3885951030420073,False,headline/sentiment_all,0.6192680945376979,headline/actionable_sentiment_all,0.6811009870069534
headline/actionable_sentiment_all|headline/sentiment_non_reuters|llm/finbert|llm/gemma-4-31b,4,0.495358357484821,False,headline/sentiment_all,0.6886061625992116,headline/actionable_sentiment_all,0.7989140148240433
headline/actionable_sentiment_all|headline/sentiment_non_reuters|llm/finbert|llm/vader,4,0.6318491133876954,False,headline/sentiment_all,0.7897195537011933,headline/actionable_sentiment_all,0.9348531591211723
headline/actionable_sentiment_all|headline/sentiment_non_reuters|llm/gemma-4-31b|llm/vader,4,0.5124081664396831,False,headline/sentiment_all,0.7010166549190617,headline/actionable_sentiment_all,0.8104652430427111
headline/actionable_sentiment_all|headline/sentiment_reuters|llm/finbert|llm/gemma-4-31b,4,0.07878159758780245,False,headline/sentiment_all,0.416971329291657,headline/actionable_sentiment_all,0.31053761144435194
headline/actionable_sentiment_all|headline/sentiment_reuters|llm/finbert|llm/vader,4,0.2635845290631377,False,headline/sentiment_all,0.5422521930032846,headline/actionable_sentiment_all,0.5128565333650509
headline/actionable_sentiment_all|headline/sentiment_reuters|llm/gemma-4-31b|llm/vader,4,0.1048893440414508,False,headline/sentiment_all,0.4318026813465813,headline/actionable_sentiment_all,0.3326650493466382
headline/actionable_sentiment_all|llm/finbert|llm/gemma-4-31b|llm/vader,4,0.40056728288413423,False,headline/sentiment_all,0.6300103506794015,headline/actionable_sentiment_all,0.6567314668141515
headline/sentiment_all|headline/sentiment_non_reuters|headline/sentiment_reuters|llm/finbert,4,0.8887879627821516,False,llm/vader,0.8884079013517854,headline/sentiment_reuters,1.1038679318529647
headline/sentiment_all|headline/sentiment_non_reuters|headline/sentiment_reuters|llm/gemma-4-31b,4,0.7691570420978329,False,llm/vader,0.800714831692533,headline/sentiment_reuters,0.976121087357744
headline/sentiment_all|headline/sentiment_non_reuters|headline/sentiment_reuters|llm/vader,4,0.8864575498218327,False,llm/finbert,0.8884079013517854,headline/sentiment_reuters,1.099394758026205
headline/sentiment_all|headline/sentiment_non_reuters|llm/finbert|llm/gemma-4-31b,4,0.9553064820834489,False,llm/vader,0.9472693798313406,llm/gemma-4-31b,1.1038679318529647
headline/sentiment_all|headline/sentiment_non_reuters|llm/finbert|llm/vader,4,1.0546492458265786,False,llm/gemma-4-31b,0.9472693798313406,llm/vader,1.1038679318529647
headline/sentiment_all|headline/sentiment_non_reuters|llm/gemma-4-31b|llm/vader,4,0.9645968434004164,False,llm/finbert,0.9472693798313406,llm/gemma-4-31b,1.099394758026205
headline/sentiment_all|headline/sentiment_reuters|llm/finbert|llm/gemma-4-31b,4,0.6661551932995283,False,headline/sentiment_non_reuters,0.793420936021923,headline/sentiment_reuters,0.8731255390296997
headline/sentiment_all|headline/sentiment_reuters|llm/finbert|llm/vader,4,0.7930825243299048,False,headline/sentiment_non_reuters,0.8884079013517854,headline/sentiment_reuters,1.0055429880610982
headline/sentiment_all|headline/sentiment_reuters|llm/gemma-4-31b|llm/vader,4,0.6757978862723353,False,headline/sentiment_non_reuters,0.800714831692533,headline/sentiment_reuters,0.8846191251879559
headline/sentiment_all|llm/finbert|llm/gemma-4-31b|llm/vader,4,0.8767691981318901,False,headline/sentiment_non_reuters,0.9472693798313406,llm/gemma-4-31b,1.0055429880610982
headline/sentiment_non_reuters|headline/sentiment_reuters|llm/finbert|llm/gemma-4-31b,4,0.6026788263724698,False,headline/sentiment_all,0.793420936021923,headline/sentiment_reuters,0.7989140148240433
headline/sentiment_non_reuters|headline/sentiment_reuters|llm/finbert|llm/vader,4,0.7326861218708496,False,headline/sentiment_all,0.8884079013517854,headline/sentiment_reuters,0.9348531591211723
headline/sentiment_non_reuters|headline/sentiment_reuters|llm/gemma-4-31b|llm/vader,4,0.6130374752458471,False,headline/sentiment_all,0.800714831692533,headline/sentiment_reuters,0.8104652430427111
headline/sentiment_non_reuters|llm/finbert|llm/gemma-4-31b|llm/vader,4,0.8208155696993676,False,headline/sentiment_all,0.9472693798313406,llm/gemma-4-31b,0.9348531591211723
headline/sentiment_reuters|llm/finbert|llm/gemma-4-31b|llm/vader,4,0.47882195270732997,False,headline/sentiment_all,0.7159726545878826,headline/sentiment_reuters,0.6567314668141515
headline/actionable_sentiment_all|headline/sentiment_all|headline/sentiment_non_reuters|headline/sentiment_reuters|llm/finbert,5,0.611342854292151,False,llm/vader,0.6684458111199609,headline/actionable_sentiment_all,0.8887879627821516
headline/actionable_sentiment_all|headline/sentiment_all|headline/sentiment_non_reuters|headline/sentiment_reuters|llm/gemma-4-31b,5,0.5030578358538216,False,llm/vader,0.5839929257411456,headline/actionable_sentiment_all,0.7691570420978329
headline/actionable_sentiment_all|headline/sentiment_all|headline/sentiment_non_reuters|headline/sentiment_reuters|llm/vader,5,0.6192680945376979,False,llm/finbert,0.6684458111199609,headline/actionable_sentiment_all,0.8864575498218327
headline/actionable_sentiment_all|headline/sentiment_all|headline/sentiment_non_reuters|llm/finbert|llm/gemma-4-31b,5,0.6886061625992116,False,llm/vader,0.7322865673945042,headline/actionable_sentiment_all,0.9553064820834489
headline/actionable_sentiment_all|headline/sentiment_all|headline/sentiment_non_reuters|llm/finbert|llm/vader,5,0.7897195537011933,False,llm/gemma-4-31b,0.7322865673945042,headline/actionable_sentiment_all,1.0546492458265786
headline/actionable_sentiment_all|headline/sentiment_all|headline/sentiment_non_reuters|llm/gemma-4-31b|llm/vader,5,0.7010166549190617,False,llm/finbert,0.7322865673945042,headline/actionable_sentiment_all,0.9645968434004164
headline/actionable_sentiment_all|headline/sentiment_all|headline/sentiment_reuters|llm/finbert|llm/gemma-4-31b,5,0.416971329291657,False,headline/sentiment_non_reuters,0.573352430781146,headline/actionable_sentiment_all,0.6661551932995283
headline/actionable_sentiment_all|headline/sentiment_all|headline/sentiment_reuters|llm/finbert|llm/vader,5,0.5422521930032846,False,headline/sentiment_non_reuters,0.6684458111199609,headline/actionable_sentiment_all,0.7930825243299048
headline/actionable_sentiment_all|headline/sentiment_all|headline/sentiment_reuters|llm/gemma-4-31b|llm/vader,5,0.4318026813465813,False,headline/sentiment_non_reuters,0.5839929257411456,headline/actionable_sentiment_all,0.6757978862723353
headline/actionable_sentiment_all|headline/sentiment_all|llm/finbert|llm/gemma-4-31b|llm/vader,5,0.6300103506794015,False,headline/sentiment_non_reuters,0.7322865673945042,headline/actionable_sentiment_all,0.8767691981318901
headline/actionable_sentiment_all|headline/sentiment_non_reuters|headline/sentiment_reuters|llm/finbert|llm/gemma-4-31b,5,0.3677731116787699,False,headline/sentiment_all,0.573352430781146,headline/actionable_sentiment_all,0.6026788263724698
headline/actionable_sentiment_all|headline/sentiment_non_reuters|headline/sentiment_reuters|llm/finbert|llm/vader,5,0.49437553204671714,False,headline/sentiment_all,0.6684458111199609,headline/actionable_sentiment_all,0.7326861218708496
headline/actionable_sentiment_all|headline/sentiment_non_reuters|headline/sentiment_reuters|llm/gemma-4-31b|llm/vader,5,0.38293706282822726,False,headline/sentiment_all,0.5839929257411456,headline/actionable_sentiment_all,0.6130374752458471
headline/actionable_sentiment_all|headline/sentiment_non_reuters|llm/finbert|llm/gemma-4-31b|llm/vader,5,0.5848487800646481,False,headline/sentiment_all,0.7322865673945042,headline/actionable_sentiment_all,0.8208155696993676
headline/actionable_sentiment_all|headline/sentiment_reuters|llm/finbert|llm/gemma-4-31b|llm/vader,5,0.2780359217195681,False,headline/sentiment_all,0.5132210782881128,headline/actionable_sentiment_all,0.47882195270732997
headline/sentiment_all|headline/sentiment_non_reuters|headline/sentiment_reuters|llm/finbert|llm/gemma-4-31b,5,0.793420936021923,False,llm/vader,0.8136224193657633,headline/sentiment_reuters,0.9553064820834489
headline/sentiment_all|headline/sentiment_non_reuters|headline/sentiment_reuters|llm/finbert|llm/vader,5,0.8884079013517854,False,llm/gemma-4-31b,0.8136224193657633,headline/sentiment_reuters,1.0546492458265786
headline/sentiment_all|headline/sentiment_non_reuters|headline/sentiment_reuters|llm/gemma-4-31b|llm/vader,5,0.800714831692533,False,llm/finbert,0.8136224193657633,headline/sentiment_reuters,0.9645968434004164
headline/sentiment_all|headline/sentiment_non_reuters|llm/finbert|llm/gemma-4-31b|llm/vader,5,0.9472693798313406,False,headline/sentiment_reuters,0.8136224193657633,llm/gemma-4-31b,1.0546492458265786
headline/sentiment_all|headline/sentiment_reuters|llm/finbert|llm/gemma-4-31b|llm/vader,5,0.7159726545878826,False,headline/sentiment_non_reuters,0.8136224193657633,headline/sentiment_reuters,0.8767691981318901
headline/sentiment_non_reuters|headline/sentiment_reuters|llm/finbert|llm/gemma-4-31b|llm/vader,5,0.6665203642640628,False,headline/sentiment_all,0.8136224193657633,headline/sentiment_reuters,0.8208155696993676
headline/actionable_sentiment_all|headline/sentiment_all|headline/sentiment_non_reuters|headline/sentiment_reuters|llm/finbert|llm/gemma-4-31b,6,0.573352430781146,False,llm/vader,0.6301162084457625,headline/actionable_sentiment_all,0.793420936021923
headline/actionable_sentiment_all|headline/sentiment_all|headline/sentiment_non_reuters|headline/sentiment_reuters|llm/finbert|llm/vader,6,0.6684458111199609,False,llm/gemma-4-31b,0.6301162084457625,headline/actionable_sentiment_all,0.8884079013517854
headline/actionable_sentiment_all|headline/sentiment_all|headline/sentiment_non_reuters|headline/sentiment_reuters|llm/gemma-4-31b|llm/vader,6,0.5839929257411456,False,llm/finbert,0.6301162084457625,headline/actionable_sentiment_all,0.800714831692533
headline/actionable_sentiment_all|headline/sentiment_all|headline/sentiment_non_reuters|llm/finbert|llm/gemma-4-31b|llm/vader,6,0.7322865673945042,False,headline/sentiment_reuters,0.6301162084457625,headline/actionable_sentiment_all,0.9472693798313406
headline/actionable_sentiment_all|headline/sentiment_all|headline/sentiment_reuters|llm/finbert|llm/gemma-4-31b|llm/vader,6,0.5132210782881128,False,headline/sentiment_non_reuters,0.6301162084457625,headline/actionable_sentiment_all,0.7159726545878826
headline/actionable_sentiment_all|headline/sentiment_non_reuters|headline/sentiment_reuters|llm/finbert|llm/gemma-4-31b|llm/vader,6,0.4724684287615116,False,headline/sentiment_all,0.6301162084457625,headline/actionable_sentiment_all,0.6665203642640628
headline/sentiment_all|headline/sentiment_non_reuters|headline/sentiment_reuters|llm/finbert|llm/gemma-4-31b|llm/vader,6,0.8136224193657633,False,headline/actionable_sentiment_all,0.6301162084457625,headline/sentiment_reuters,0.9472693798313406
headline/actionable_sentiment_all|headline/sentiment_all|headline/sentiment_non_reuters|headline/sentiment_reuters|llm/finbert|llm/gemma-4-31b|llm/vader,7,0.6301162084457625,False,,,headline/actionable_sentiment_all,0.8136224193657633
