signals,size,development_sharpe,development_sharpe_standard_error,development_mean_daily_return,development_daily_volatility,evaluation_sharpe,evaluation_sharpe_standard_error
headline/sentiment_all|headline/sentiment_reuters,2,-1.909815338778858,1.7280512564365593,-0.0004275173748521974,0.0035535519022734164,-2.751943509082655,2.594460680892999
headline/sentiment_all|llm/finbert,2,-1.2492177646485276,1.7244957404881707,-0.0003567087388092018,0.004532897178122537,-1.2096966956767632,2.5789210465648003
headline/sentiment_all|llm/gemma-4-31b,2,-1.7286363997841463,1.7269289024546688,-0.00046005494850595623,0.0042248016413054,-2.286248042531333,2.588504267637715
headline/sentiment_all|llm/vader,2,-0.7461315724666762,1.7227828245968988,-0.00022654555020949264,0.0048199262055169285,-1.099424584614681,2.5782713874988925
headline/sentiment_non_reuters|headline/sentiment_reuters,2,-1.971254469063482,1.7284570545155937,-0.000449658079709638,0.0036210955183916906,-3.273335947410502,2.602414688992073
headline/sentiment_non_reuters|llm/finbert,2,-1.3100628037236761,1.724761304115647,-0.00037884944366664276,0.004590656613231478,-1.5210795846468788,2.581089333225385
headline/sentiment_non_reuters|llm/gemma-4-31b,2,-1.7869584465299397,1.727278070344179,-0.0004821956533633968,0.0042836019535426135,-2.6046552203349136,2.5924592795279855
headline/sentiment_non_reuters|llm/vader,2,-0.8068156428064441,1.7229437044531002,-0.00024868625506693315,0.004893028472515082,-1.3979469383355319,2.58017302470203
headline/sentiment_reuters|llm/finbert,2,-2.771807840546039,1.7349061997104058,-0.0005998790356141088,0.003435586093104196,-2.885159144219057,2.5963642172313484
headline/sentiment_reuters|llm/gemma-4-31b,2,-3.5893760436207116,1.7437006292947907,-0.0007032252453108628,0.0031101101007151065,-4.404985239925261,2.624289114177197
headline/sentiment_reuters|llm/vader,2,-1.9150403252565924,1.7280852706482754,-0.0004697158470143994,0.003893655820222945,-2.378080699343083,2.5895927027150636
llm/finbert|llm/gemma-4-31b,2,-2.4078569312487823,1.7317073774701335,-0.0006324166092678676,0.004169393251055925,-2.3759511510194855,2.589566982375805
llm/finbert|llm/vader,2,-1.3166972465782372,1.7247910216793134,-0.00039890721097140424,0.004809348295502798,-1.0794373575035872,2.578160260546815
llm/gemma-4-31b|llm/vader,2,-1.8269972718977598,1.7275244427172145,-0.0005022534206681583,0.004364005354553648,-2.1688612754751744,2.5871747424155256
headline/actionable_sentiment_all|headline/sentiment_all|headline/sentiment_non_reuters,3,-1.4285235474292284,1.7253144291873632,-0.0004252065072756525,0.004725119202083662,-2.272971580341386,2.588350419122491
headline/actionable_sentiment_all|headline/sentiment_all|headline/sentiment_reuters,3,-2.451974463120287,1.7320714880773695,-0.0005725595685739635,0.0037068499333946596,-3.356869465977132,2.603814440321438
headline/actionable_sentiment_all|headline/sentiment_all|llm/finbert,3,-1.962685826764991,1.7283996944718822,-0.0005253538112119665,0.004249143237798307,-2.1651233323997254,2.5871335465003837
headline/actionable_sentiment_all|headline/sentiment_all|llm/gemma-4-31b,3,-2.2970349933577316,1.7308215828136613,-0.0005942512843431361,0.004106792763364266,-2.8410409707521618,2.5957239984795755
headline/actionable_sentiment_all|headline/sentiment_all|llm/vader,3,-1.587485044679525,1.7261315278886098,-0.0004385783521454937,0.004385688875932957,-2.0438165716863033,2.5858348600411323
headline/actionable_sentiment_all|headline/sentiment_non_reuters|headline/sentiment_reuters,3,-2.4903841858365006,1.7323938103320646,-0.0005873200384789238,0.0037437663730542233,-3.6804470679297583,2.6095615951117175
headline/actionable_sentiment_all|headline/sentiment_non_reuters|llm/finbert,3,-2.001605813339026,1.728662226442566,-0.000540114281116927,0.004283584883297231,-2.393586497531754,2.5897806661883003
headline/actionable_sentiment_all|headline/sentiment_non_reuters|llm/gemma-4-31b,3,-2.3346516362715173,1.731117623119519,-0.0006090117542480966,0.0041409869178484745,-3.066324532204424,2.599094847849107
headline/actionable_sentiment_all|headline/sentiment_non_reuters|llm/vader,3,-1.6251363124102427,1.7263376195489932,-0.0004533388220504537,0.004428262812062578,-2.2680654695594007,2.5882937912185757
headline/actionable_sentiment_all|headline/sentiment_reuters|llm/finbert,3,-3.224007106587037,1.7394965834018217,-0.0006874673424152376,0.0033849819104797346,-3.5640617352115855,2.607435057606773
headline/actionable_sentiment_all|headline/sentiment_reuters|llm/gemma-4-31b,3,-3.70172281577517,1.7450817472927442,-0.0007563648155464072,0.003243602995632687,-4.3092418218183,2.622196661195653
headline/actionable_sentiment_all|headline/sentiment_reuters|llm/vader,3,-2.6512417384273137,1.733797401074876,-0.0006006918833487649,0.0035966875027969264,-3.2119440134254704,2.601407979965596
headline/actionable_sentiment_all|llm/finbert|llm/gemma-4-31b,3,-2.93192900613196,1.7364538030084018,-0.0007091590581844105,0.003839639713009384,-2.9645528132163403,2.5975407736588814
headline/actionable_sentiment_all|llm/finbert|llm/vader,3,-2.114100648802429,1.7294497961410034,-0.0005534861259867681,0.004156055609694121,-2.0947386019660277,2.586370983816612
headline/actionable_sentiment_all|llm/gemma-4-31b|llm/vader,3,-2.5122191445094524,1.732579248726557,-0.0006223835991179377,0.003932791198451565,-2.798628445613486,2.5951176861474363
headline/sentiment_all|headline/sentiment_non_reuters|headline/sentiment_reuters,3,-1.4321021238482887,1.7253318802533084,-0.00036122107915552204,0.0040040488503365924,-2.364450272764704,2.589428470502143
headline/sentiment_all|headline/sentiment_non_reuters|llm/finbert,3,-1.0740710395844983,1.723801593261199,-0.0003140153217935251,0.004641069828962061,-1.4085965263204403,2.580249233611384
headline/sentiment_all|headline/sentiment_non_reuters|llm/gemma-4-31b,3,-1.3678317381322993,1.725025087053454,-0.00038291279492469476,0.004443932689756448,-2.123069985219318,2.5866749286185806
headline/sentiment_all|headline/sentiment_non_reuters|llm/vader,3,-0.7537249317394807,1.7228022679766375,-0.00022723986272705216,0.004785991329877168,-1.3406351783059514,2.579772793650511
headline/sentiment_all|headline/sentiment_reuters|llm/finbert,3,-1.9958735983055884,1.728623239017982,-0.0004613683830918361,0.0036695690713638455,-2.1988174738679964,2.5875074326956233
headline/sentiment_all|headline/sentiment_reuters|llm/gemma-4-31b,3,-2.4361903783737424,1.7319404682740056,-0.0005302658562230055,0.003455275737320659,-3.119938076520354,2.5999342441111084
headline/sentiment_all|headline/sentiment_reuters|llm/vader,3,-1.532843553070096,1.7258409874237248,-0.00037459292402536315,0.0038793771922931595,-2.0140278730045127,2.5855273010834527
headline/sentiment_all|llm/finbert|llm/gemma-4-31b,3,-1.8418080620720576,1.7276169526045264,-0.0004830600988610085,0.004163485597234297,-1.9895269843373187,2.585277694596153
headline/sentiment_all|llm/finbert|llm/vader,3,-1.1461731243356863,1.7240747097756346,-0.0003273871666633663,0.004534315141583996,-1.152877497637586,2.5785785724446164
headline/sentiment_all|llm/gemma-4-31b|llm/vader,3,-1.4760362044515916,1.7255496700997865,-0.00039628463979453577,0.0042619710903935544,-1.8875741025646917,2.584271596429857
headline/sentiment_non_reuters|headline/sentiment_reuters|llm/finbert,3,-2.0374821705893944,1.7289087574935982,-0.0004761288529967964,0.0037096330615375575,-2.4971692496492452,2.5910672822862257
headline/sentiment_non_reuters|headline/sentiment_reuters|llm/gemma-4-31b,3,-2.4747646374741756,1.732262138855183,-0.0005450263261279658,0.003496100021187158,-3.4303331962329215,2.6050739605552207
headline/sentiment_non_reuters|headline/sentiment_reuters|llm/vader,3,-1.573655023742422,1.7260570335709378,-0.0003893533939303237,0.003927667386752036,-2.2970615457729946,2.588630230513786
headline/sentiment_non_reuters|llm/finbert|llm/gemma-4-31b,3,-1.8817327334833067,1.727870021800494,-0.000497820568765969,0.004199670013868631,-2.2097482471602024,2.5876299543156125
headline/sentiment_non_reuters|llm/finbert|llm/vader,3,-1.1864820985146824,1.7242351070924102,-0.0003421476365683267,0.004577755833795748,-1.3620690678851668,2.5799205213831318
headline/sentiment_non_reuters|llm/gemma-4-31b|llm/vader,3,-1.515084307427947,1.7257487385422263,-0.0004110451096994962,0.004306782662439463,-2.1044146640434858,2.5864743354364825
headline/sentiment_reuters|llm/finbert|llm/gemma-4-31b,3,-3.0171777778922415,1.7373125997007173,-0.0006451736300642798,0.0033945012921300266,-3.2510614985077724,2.602047273092659
headline/sentiment_reuters|llm/finbert|llm/vader,3,-2.0202271159518257,1.728789643924713,-0.0004895006978666376,0.0038463906446602847,-2.034738573956116,2.5857406580797395
headline/sentiment_reuters|llm/gemma-4-31b|llm/vader,3,-2.4921511508983176,1.732408757225418,-0.0005583981709978068,0.0035568854460877658,-2.966396994517254,2.5975684761985662
llm/finbert|llm/gemma-4-31b|llm/vader,3,-1.9090370190560197,1.728046197537633,-0.00051119241363581,0.004250796558943613,-1.9134059848542158,2.5845215439910016
headline/actionable_sentiment_all|headline/sentiment_all|headline/sentiment_non_reuters|headline/sentiment_reuters,4,-1.9303769898960894,1.728185643832215,-0.00048657679837101536,0.00400137758260273,-2.8915021756355017,2.5964570618636045
headline/actionable_sentiment_all|headline/sentiment_all|headline/sentiment_non_reuters|llm/finbert,4,-1.6195892135493952,1.7263069545413745,-0.0004511724803495179,0.004422196090519694,-2.067934452125255,2.5860871502448766
headline/actionable_sentiment_all|headline/sentiment_all|headline/sentiment_non_reuters|llm/gemma-4-31b,4,-1.8531807301649483,1.727688491153042,-0.0005028455851978949,0.004307419167418026,-2.5884019650061267,2.5922450763678304
headline/actionable_sentiment_all|headline/sentiment_all|headline/sentiment_non_reuters|llm/vader,4,-1.3597738081756139,1.724987612588771,-0.0003860908860496633,0.004507369366055888,-1.9946131034726617,2.5853292609008873
headline/actionable_sentiment_all|headline/sentiment_all|headline/sentiment_reuters|llm/finbert,4,-2.4307449456683234,1.731895461100848,-0.000561687276323251,0.003668220765956045,-2.815520934719634,2.5953580985397466
headline/actionable_sentiment_all|headline/sentiment_all|headline/sentiment_reuters|llm/gemma-4-31b,4,-2.7427601168586166,1.734634616651605,-0.0006133603811716281,0.0035499984617653616,-3.4127833635230647,2.604770649279237
headline/actionable_sentiment_all|headline/sentiment_all|headline/sentiment_reuters|llm/vader,4,-2.0818771406197047,1.7292198384185293,-0.0004966056820233963,0.003786664761315618,-2.6536279403083705,2.5931126927771406
headline/actionable_sentiment_all|headline/sentiment_all|llm/finbert|llm/gemma-4-31b,4,-2.287652029318894,1.730748481076471,-0.0005779560631501303,0.004010561026466397,-2.5148416891254994,2.59129217085893
headline/actionable_sentiment_all|headline/sentiment_all|llm/finbert|llm/vader,4,-1.7311725717186381,1.7269438467540263,-0.00046120136400189867,0.004229124698740155,-1.8792826950287795,2.5841920844969657
headline/actionable_sentiment_all|headline/sentiment_all|llm/gemma-4-31b|llm/vader,4,-2.001697719492392,1.7286628524420442,-0.0005128744688502757,0.004067362275008067,-2.419668570163999,2.590099561156511
headline/actionable_sentiment_all|headline/sentiment_non_reuters|headline/sentiment_reuters|llm/finbert,4,-2.4604472829408874,1.732142163762295,-0.0005727576287519714,0.0036953628497534813,-3.0401405692809584,2.5986900917906497
headline/actionable_sentiment_all|headline/sentiment_non_reuters|headline/sentiment_reuters|llm/gemma-4-31b,4,-2.771103818882641,1.734899584100451,-0.0006244307336003484,0.0035771054570412257,-3.6365417034787266,2.6087515555215397
headline/actionable_sentiment_all|headline/sentiment_non_reuters|headline/sentiment_reuters|llm/vader,4,-2.110288133493223,1.7294224061405459,-0.0005076760344521165,0.003818960583901913,-2.871841957760386,2.5961699427140768
headline/actionable_sentiment_all|headline/sentiment_non_reuters|llm/finbert|llm/gemma-4-31b,4,-2.3168398181751675,1.7309768522988978,-0.0005890264155788507,0.004035887329915343,-2.6884023118183293,2.5935839534426357
headline/actionable_sentiment_all|headline/sentiment_non_reuters|llm/finbert|llm/vader,4,-1.7601634592776658,1.727116221783952,-0.000472271716430619,0.004259309576070199,-2.0502007725905176,2.585901357686194
headline/actionable_sentiment_all|headline/sentiment_non_reuters|llm/gemma-4-31b|llm/vader,4,-2.0296530844227556,1.7288545879095567,-0.000523944821278996,0.004097925034963275,-2.591917238109116,2.5922912923380492
headline/actionable_sentiment_all|headline/sentiment_reuters|llm/finbert|llm/gemma-4-31b,4,-3.3048951900424184,1.7403892942083652,-0.0006995412115525837,0.0033601284842897645,-3.5555916570315103,2.607282897132246
headline/actionable_sentiment_all|headline/sentiment_reuters|llm/finbert|llm/vader,4,-2.554361068868385,1.7329416684629066,-0.000582786512404352,0.003621825116402185,-2.726473800123009,2.5941068318471925
headline/actionable_sentiment_all|headline/sentiment_reuters|llm/gemma-4-31b|llm/vader,4,-2.9175063524683016,1.736310902149072,-0.0006344596172527292,0.00345217215258595,-3.3471990793517366,2.6036506295988904
headline/actionable_sentiment_all|llm/finbert|llm/gemma-4-31b|llm/vader,4,-2.4223492515664247,1.7318262647148708,-0.0005990552992312315,0.0039258203803179195,-2.476176387676366,2.590802175873654
headline/sentiment_all|headline/sentiment_non_reuters|headline/sentiment_reuters|llm/finbert,4,-1.622555658472032,1.7263233404190328,-0.00040318340925941975,0.0039446031749153275,-2.085723615032444,2.5862751181612116
headline/sentiment_all|headline/sentiment_non_reuters|headline/sentiment_reuters|llm/gemma-4-31b,4,-1.9049068243619165,1.7280193864814961,-0.000454856514107797,0.0037905388436521143,-2.734940280953466,2.5942240964059846
headline/sentiment_all|headline/sentiment_non_reuters|headline/sentiment_reuters|llm/vader,4,-1.31938980648798,1.7248031251019798,-0.0003381018149595652,0.004067941024572726,-1.9847020945436413,2.585228897541829
headline/sentiment_all|headline/sentiment_non_reuters|llm/finbert|llm/gemma-4-31b,4,-1.5472080070137235,1.7259163850937573,-0.00041945219608629955,0.004303621204234391,-1.943238253559292,2.5848143955308225
headline/sentiment_all|headline/sentiment_non_reuters|llm/finbert|llm/vader,4,-1.054474608497951,1.7237304223176357,-0.0003026974969380676,0.0045569364663260266,-1.3285147735566007,2.5796902902224277
headline/sentiment_all|headline/sentiment_non_reuters|llm/gemma-4-31b|llm/vader,4,-1.2876830272440158,1.7246621622776073,-0.00035437060178644463,0.0043686674334097435,-1.8788965635566361,2.5841883900909495
headline/sentiment_all|headline/sentiment_reuters|llm/finbert|llm/gemma-4-31b,4,-2.3461938854974136,1.7312094136221063,-0.0005299669920600325,0.0035857928180556614,-2.6319945202574715,2.5928225707930763
headline/sentiment_all|headline/sentiment_reuters|llm/finbert|llm/vader,4,-1.6893781926997227,1.7267003532374712,-0.00041321229291180065,0.0038828142938402035,-1.830908974906691,2.583735126951295
headline/sentiment_all|headline/sentiment_reuters|llm/gemma-4-31b|llm/vader,4,-2.005237022639384,1.7286869813565298,-0.00046488539776017794,0.0036802766059041664,-2.493112506572299,2.591015879743806
headline/sentiment_all|llm/finbert|llm/gemma-4-31b|llm/vader,4,-1.6205653469421037,1.7263123431579432,-0.00042948107973868007,0.004207050824356462,-1.7528930942332204,2.583023101858431
headline/sentiment_non_reuters|headline/sentiment_reuters|llm/finbert|llm/gemma-4-31b,4,-2.376354687647446,1.7314513830233735,-0.0005410373444887528,0.0036142338623696,-2.847840346416639,2.5958220344853102
headline/sentiment_non_reuters|headline/sentiment_reuters|llm/finbert|llm/vader,4,-1.7200278339643091,1.7268783392373446,-0.00042428264534052115,0.00391579604587351,-2.033005221670455,2.5857227184538076
headline/sentiment_non_reuters|headline/sentiment_reuters|llm/gemma-4-31b|llm/vader,4,-2.0342593699659437,1.728886433830772,-0.00047595575018889816,0.0037141592719086456,-2.7037043069516873,2.5937932418194554
headline/sentiment_non_reuters|llm/finbert|llm/gemma-4-31b|llm/vader,4,-1.6502081862803737,1.726477520778459,-0.00044055143216740035,0.004237972659227543,-1.918548423820826,2.5845717044521215
headline/sentiment_reuters|llm/finbert|llm/gemma-4-31b|llm/vader,4,-2.3921531655580064,1.7315793484009792,-0.0005510662281411335,0.003656916831028399,-2.5393498744249667,2.5916066389118297
headline/actionable_sentiment_all|headline/sentiment_all|headline/sentiment_non_reuters|headline/sentiment_reuters|llm/finbert,5,-2.011082687454938,1.728726926307301,-0.000495075518611035,0.003907885172335991,-2.5720886236265814,2.5920314119679966
headline/actionable_sentiment_all|headline/sentiment_all|headline/sentiment_non_reuters|headline/sentiment_reuters|llm/gemma-4-31b,5,-2.2352757963420213,1.7303458645867382,-0.0005364140024897369,0.0038095112540917175,-3.0498905901106665,2.5988404109779766
headline/actionable_sentiment_all|headline/sentiment_all|headline/sentiment_non_reuters|headline/sentiment_reuters|llm/vader,5,-1.7637191136822041,1.7271375590025997,-0.00044301024317115127,0.003987352371222226,-2.4760383511921438,2.590800440009791
headline/actionable_sentiment_all|headline/sentiment_all|headline/sentiment_non_reuters|llm/finbert|llm/gemma-4-31b,5,-1.9304753478912777,1.7281862901163105,-0.0005080905480725384,0.004178083605690737,-2.3703212617601936,2.5894990952426555
headline/actionable_sentiment_all|headline/sentiment_all|headline/sentiment_non_reuters|llm/finbert|llm/vader,5,-1.5148513405832456,1.7257475355268117,-0.00041468678875395304,0.004345607066385182,-1.872265199201876,2.584125060563721
headline/actionable_sentiment_all|headline/sentiment_all|headline/sentiment_non_reuters|llm/gemma-4-31b|llm/vader,5,-1.7152550556405706,1.7268504140161216,-0.00045602527263265504,0.004220466661137518,-2.306897331786827,2.588745315122969
headline/actionable_sentiment_all|headline/sentiment_all|headline/sentiment_reuters|llm/finbert|llm/gemma-4-31b,5,-2.6431584508499735,1.7337248010744342,-0.000596502384851525,0.0035825252162235725,-2.9924340831002074,2.5979614015550223
headline/actionable_sentiment_all|headline/sentiment_all|headline/sentiment_reuters|llm/finbert|llm/vader,5,-2.1159833514725572,1.7294633399915593,-0.0005030986255329397,0.0037743411747703393,-2.379773575008723,2.5896131652499097
headline/actionable_sentiment_all|headline/sentiment_all|headline/sentiment_reuters|llm/gemma-4-31b|llm/vader,5,-2.3726421092596044,1.7314214333530427,-0.0005444371094116415,0.0036426358372293197,-2.873224185038467,2.596190065870538
headline/actionable_sentiment_all|headline/sentiment_all|llm/finbert|llm/gemma-4-31b|llm/vader,5,-2.03470075119148,1.728889489114326,-0.0005161136549944434,0.0040266610563551575,-2.223108014881351,2.5877805193625862
headline/actionable_sentiment_all|headline/sentiment_non_reuters|headline/sentiment_reuters|llm/finbert|llm/gemma-4-31b,5,-2.6666019182514966,1.733935960874637,-0.0006053586667945013,0.003603751595707379,-3.1644485160503133,2.6006419612602465
headline/actionable_sentiment_all|headline/sentiment_non_reuters|headline/sentiment_reuters|llm/finbert|llm/vader,5,-2.1393039935188365,1.7296320954888673,-0.0005119549074759158,0.00379891414711678,-2.5471941642268234,2.5917079262785667
headline/actionable_sentiment_all|headline/sentiment_non_reuters|headline/sentiment_reuters|llm/gemma-4-31b|llm/vader,5,-2.394884183946545,1.731601554247868,-0.0005532933913546175,0.003667509415426147,-3.042721143524305,2.598729831336764
headline/actionable_sentiment_all|headline/sentiment_non_reuters|llm/finbert|llm/gemma-4-31b|llm/vader,5,-2.0576819723280377,1.7290494755266783,-0.0005249699369374195,0.004050013318676965,-2.3623238693851683,2.5894029337806685
headline/actionable_sentiment_all|headline/sentiment_reuters|llm/finbert|llm/gemma-4-31b|llm/vader,5,-2.7574687438213936,1.7347717833854417,-0.000613381773716406,0.003531185553336783,-2.9418002387347064,2.5972003870681792
headline/sentiment_all|headline/sentiment_non_reuters|headline/sentiment_reuters|llm/finbert|llm/gemma-4-31b,5,-1.959043547887123,1.7283753875048269,-0.0004696992912004603,0.0038060639851728185,-2.4417719499397164,2.590372484532903
headline/sentiment_all|headline/sentiment_non_reuters|headline/sentiment_reuters|llm/finbert|llm/vader,5,-1.4849913533516796,1.7255948664318792,-0.000376295531881875,0.004022586641641305,-1.8454161540403822,2.583870925114593
headline/sentiment_all|headline/sentiment_non_reuters|headline/sentiment_reuters|llm/gemma-4-31b|llm/vader,5,-1.7124865950699042,1.7268342512823083,-0.00041763401576057666,0.0038714080960100396,-2.3565324367601583,2.589333497674193
headline/sentiment_all|headline/sentiment_non_reuters|llm/finbert|llm/gemma-4-31b|llm/vader,5,-1.4422225177239665,1.7253814681203452,-0.0003893105613433784,0.0042851317966289375,-1.77369730933192,2.583209962901959
headline/sentiment_all|headline/sentiment_reuters|llm/finbert|llm/gemma-4-31b|llm/vader,5,-2.026572033015291,1.728833326782578,-0.000477722398122365,0.0037420865596667317,-2.248696947723615,2.5880714165965295
headline/sentiment_non_reuters|headline/sentiment_reuters|llm/finbert|llm/gemma-4-31b|llm/vader,5,-2.050333951115773,1.7289981276332835,-0.00048657868006534116,0.0037672873143959253,-2.4108061957270874,2.5899908212430227
headline/actionable_sentiment_all|headline/sentiment_all|headline/sentiment_non_reuters|headline/sentiment_reuters|llm/finbert|llm/gemma-4-31b,6,-2.2440228534647857,1.730412461145459,-0.0005351900686699663,0.0037860037574912295,-2.7658673836763983,2.5946554947878337
headline/actionable_sentiment_all|headline/sentiment_all|headline/sentiment_non_reuters|headline/sentiment_reuters|llm/finbert|llm/vader,6,-1.8438106988710379,1.7276295182455526,-0.0004573536025711451,0.003937640326190629,-2.28120482954684,2.5884457220968375
headline/actionable_sentiment_all|headline/sentiment_all|headline/sentiment_non_reuters|headline/sentiment_reuters|llm/gemma-4-31b|llm/vader,6,-2.0377325079316244,1.7289104929948043,-0.0004918023391367299,0.00383127818344437,-2.687124660737741,2.593566531728951
headline/actionable_sentiment_all|headline/sentiment_all|headline/sentiment_non_reuters|llm/finbert|llm/gemma-4-31b|llm/vader,6,-1.7910359525583275,1.7273029125393156,-0.00046819946045573125,0.004149797220667943,-2.15938590444973,2.5870704512113196
headline/actionable_sentiment_all|headline/sentiment_all|headline/sentiment_reuters|llm/finbert|llm/gemma-4-31b|llm/vader,6,-2.341086655133632,1.7311687427978426,-0.0005418759911048867,0.0036743683385398037,-2.6145886661710493,2.5925908447090804
headline/actionable_sentiment_all|headline/sentiment_non_reuters|headline/sentiment_reuters|llm/finbert|llm/gemma-4-31b|llm/vader,6,-2.3602151502895983,1.7313215210211306,-0.0005492562260573671,0.0036942277402719687,-2.75192938891828,2.594460483824376
headline/sentiment_all|headline/sentiment_non_reuters|headline/sentiment_reuters|llm/finbert|llm/gemma-4-31b|llm/vader,6,-1.7845310809742665,1.7272633083426634,-0.00043620674639566605,0.0038803288442859976,-2.179107300492106,2.587288024948177
headline/actionable_sentiment_all|headline/sentiment_all|headline/sentiment_non_reuters|headline/sentiment_reuters|llm/finbert|llm/gemma-4-31b|llm/vader,7,-2.063412153755083,1.7290896443883312,-0.0004971263477702131,0.0038245563805104237,-2.4936478215161575,2.591022657932152
