signals,size,sharpe,is_add_drop_stable,best_addition,best_addition_sharpe,best_removal,best_removal_sharpe
headline/actionable_sentiment_all|headline/sentiment_non_reuters|llm/vader,3,-1.6251363124102427,False,headline/sentiment_all,-1.3597738081756139,headline/actionable_sentiment_all,-0.8068156428064441
headline/actionable_sentiment_all|headline/sentiment_reuters|llm/finbert,3,-3.224007106587037,False,headline/sentiment_all,-2.4307449456683234,headline/sentiment_reuters,-2.7220524610404566
headline/actionable_sentiment_all|headline/sentiment_reuters|llm/gemma-4-31b,3,-3.70172281577517,False,headline/sentiment_all,-2.7427601168586166,headline/sentiment_reuters,-3.265240209606872
headline/actionable_sentiment_all|headline/sentiment_reuters|llm/vader,3,-2.6512417384273137,False,headline/sentiment_all,-2.0818771406197047,headline/actionable_sentiment_all,-1.9150403252565924
headline/actionable_sentiment_all|llm/finbert|llm/gemma-4-31b,3,-2.93192900613196,False,headline/sentiment_all,-2.287652029318894,headline/actionable_sentiment_all,-2.4078569312487823
headline/actionable_sentiment_all|llm/finbert|llm/vader,3,-2.114100648802429,False,headline/sentiment_all,-1.7311725717186381,headline/actionable_sentiment_all,-1.3166972465782372
headline/actionable_sentiment_all|llm/gemma-4-31b|llm/vader,3,-2.5122191445094524,False,headline/sentiment_all,-2.001697719492392,headline/actionable_sentiment_all,-1.8269972718977598
headline/sentiment_all|headline/sentiment_non_reuters|headline/sentiment_reuters,3,-1.4321021238482887,False,llm/vader,-1.31938980648798,headline/sentiment_reuters,-0.6464327317596036
headline/sentiment_all|headline/sentiment_non_reuters|llm/finbert,3,-1.0740710395844983,False,llm/vader,-1.054474608497951,llm/finbert,-0.6464327317596036
headline/sentiment_all|headline/sentiment_non_reuters|llm/gemma-4-31b,3,-1.3678317381322993,False,llm/vader,-1.2876830272440158,llm/gemma-4-31b,-0.6464327317596036
headline/sentiment_all|headline/sentiment_non_reuters|llm/vader,3,-0.7537249317394807,False,llm/finbert,-1.054474608497951,llm/vader,-0.6464327317596036
headline/sentiment_all|headline/sentiment_reuters|llm/finbert,3,-1.9958735983055884,False,headline/sentiment_non_reuters,-1.622555658472032,headline/sentiment_reuters,-1.2492177646485276
headline/sentiment_all|headline/sentiment_reuters|llm/gemma-4-31b,3,-2.4361903783737424,False,headline/sentiment_non_reuters,-1.9049068243619165,headline/sentiment_reuters,-1.7286363997841463
headline/sentiment_all|headline/sentiment_reuters|llm/vader,3,-1.532843553070096,False,headline/sentiment_non_reuters,-1.31938980648798,headline/sentiment_reuters,-0.7461315724666762
headline/sentiment_all|llm/finbert|llm/gemma-4-31b,3,-1.8418080620720576,False,headline/sentiment_non_reuters,-1.5472080070137235,llm/gemma-4-31b,-1.2492177646485276
headline/sentiment_all|llm/finbert|llm/vader,3,-1.1461731243356863,False,headline/sentiment_non_reuters,-1.054474608497951,llm/finbert,-0.7461315724666762
headline/sentiment_all|llm/gemma-4-31b|llm/vader,3,-1.4760362044515916,False,headline/sentiment_non_reuters,-1.2876830272440158,llm/gemma-4-31b,-0.7461315724666762
headline/sentiment_non_reuters|headline/sentiment_reuters|llm/finbert,3,-2.0374821705893944,False,headline/sentiment_all,-1.622555658472032,headline/sentiment_reuters,-1.3100628037236761
headline/sentiment_non_reuters|headline/sentiment_reuters|llm/gemma-4-31b,3,-2.4747646374741756,False,headline/sentiment_all,-1.9049068243619165,headline/sentiment_reuters,-1.7869584465299397
headline/sentiment_non_reuters|headline/sentiment_reuters|llm/vader,3,-1.573655023742422,False,headline/sentiment_all,-1.31938980648798,headline/sentiment_reuters,-0.8068156428064441
headline/sentiment_non_reuters|llm/finbert|llm/gemma-4-31b,3,-1.8817327334833067,False,headline/sentiment_all,-1.5472080070137235,llm/gemma-4-31b,-1.3100628037236761
headline/sentiment_non_reuters|llm/finbert|llm/vader,3,-1.1864820985146824,False,headline/sentiment_all,-1.054474608497951,llm/finbert,-0.8068156428064441
headline/sentiment_non_reuters|llm/gemma-4-31b|llm/vader,3,-1.515084307427947,False,headline/sentiment_all,-1.2876830272440158,llm/gemma-4-31b,-0.8068156428064441
headline/sentiment_reuters|llm/finbert|llm/gemma-4-31b,3,-3.0171777778922415,False,headline/sentiment_all,-2.3461938854974136,headline/sentiment_reuters,-2.4078569312487823
headline/sentiment_reuters|llm/finbert|llm/vader,3,-2.0202271159518257,False,headline/sentiment_all,-1.6893781926997227,headline/sentiment_reuters,-1.3166972465782372
headline/sentiment_reuters|llm/gemma-4-31b|llm/vader,3,-2.4921511508983176,False,headline/sentiment_all,-2.005237022639384,headline/sentiment_reuters,-1.8269972718977598
llm/finbert|llm/gemma-4-31b|llm/vader,3,-1.9090370190560197,False,headline/sentiment_all,-1.6205653469421037,llm/gemma-4-31b,-1.3166972465782372
headline/actionable_sentiment_all|headline/sentiment_all|headline/sentiment_non_reuters|headline/sentiment_reuters,4,-1.9303769898960894,False,llm/vader,-1.7637191136822041,headline/sentiment_reuters,-1.4285235474292284
headline/actionable_sentiment_all|headline/sentiment_all|headline/sentiment_non_reuters|llm/finbert,4,-1.6195892135493952,False,llm/vader,-1.5148513405832456,headline/actionable_sentiment_all,-1.0740710395844983
headline/actionable_sentiment_all|headline/sentiment_all|headline/sentiment_non_reuters|llm/gemma-4-31b,4,-1.8531807301649483,False,llm/vader,-1.7152550556405706,headline/actionable_sentiment_all,-1.3678317381322993
headline/actionable_sentiment_all|headline/sentiment_all|headline/sentiment_non_reuters|llm/vader,4,-1.3597738081756139,False,llm/finbert,-1.5148513405832456,headline/actionable_sentiment_all,-0.7537249317394807
headline/actionable_sentiment_all|headline/sentiment_all|headline/sentiment_reuters|llm/finbert,4,-2.4307449456683234,False,headline/sentiment_non_reuters,-2.011082687454938,headline/sentiment_reuters,-1.962685826764991
headline/actionable_sentiment_all|headline/sentiment_all|headline/sentiment_reuters|llm/gemma-4-31b,4,-2.7427601168586166,False,headline/sentiment_non_reuters,-2.2352757963420213,headline/sentiment_reuters,-2.2970349933577316
headline/actionable_sentiment_all|headline/sentiment_all|headline/sentiment_reuters|llm/vader,4,-2.0818771406197047,False,headline/sentiment_non_reuters,-1.7637191136822041,headline/actionable_sentiment_all,-1.532843553070096
headline/actionable_sentiment_all|headline/sentiment_all|llm/finbert|llm/gemma-4-31b,4,-2.287652029318894,False,headline/sentiment_non_reuters,-1.9304753478912777,headline/actionable_sentiment_all,-1.8418080620720576
headline/actionable_sentiment_all|headline/sentiment_all|llm/finbert|llm/vader,4,-1.7311725717186381,False,headline/sentiment_non_reuters,-1.5148513405832456,headline/actionable_sentiment_all,-1.1461731243356863
headline/actionable_sentiment_all|headline/sentiment_all|llm/gemma-4-31b|llm/vader,4,-2.001697719492392,False,headline/sentiment_non_reuters,-1.7152550556405706,headline/actionable_sentiment_all,-1.4760362044515916
headline/actionable_sentiment_all|headline/sentiment_non_reuters|headline/sentiment_reuters|llm/finbert,4,-2.4604472829408874,False,headline/sentiment_all,-2.011082687454938,headline/sentiment_reuters,-2.001605813339026
headline/actionable_sentiment_all|headline/sentiment_non_reuters|headline/sentiment_reuters|llm/gemma-4-31b,4,-2.771103818882641,False,headline/sentiment_all,-2.2352757963420213,headline/sentiment_reuters,-2.3346516362715173
headline/actionable_sentiment_all|headline/sentiment_non_reuters|headline/sentiment_reuters|llm/vader,4,-2.110288133493223,False,headline/sentiment_all,-1.7637191136822041,headline/actionable_sentiment_all,-1.573655023742422
headline/actionable_sentiment_all|headline/sentiment_non_reuters|llm/finbert|llm/gemma-4-31b,4,-2.3168398181751675,False,headline/sentiment_all,-1.9304753478912777,headline/actionable_sentiment_all,-1.8817327334833067
headline/actionable_sentiment_all|headline/sentiment_non_reuters|llm/finbert|llm/vader,4,-1.7601634592776658,False,headline/sentiment_all,-1.5148513405832456,headline/actionable_sentiment_all,-1.1864820985146824
headline/actionable_sentiment_all|headline/sentiment_non_reuters|llm/gemma-4-31b|llm/vader,4,-2.0296530844227556,False,headline/sentiment_all,-1.7152550556405706,headline/actionable_sentiment_all,-1.515084307427947
headline/actionable_sentiment_all|headline/sentiment_reuters|llm/finbert|llm/gemma-4-31b,4,-3.3048951900424184,False,headline/sentiment_all,-2.6431584508499735,headline/sentiment_reuters,-2.93192900613196
headline/actionable_sentiment_all|headline/sentiment_reuters|llm/finbert|llm/vader,4,-2.554361068868385,False,headline/sentiment_all,-2.1159833514725572,headline/actionable_sentiment_all,-2.0202271159518257
headline/actionable_sentiment_all|headline/sentiment_reuters|llm/gemma-4-31b|llm/vader,4,-2.9175063524683016,False,headline/sentiment_all,-2.3726421092596044,headline/actionable_sentiment_all,-2.4921511508983176
headline/actionable_sentiment_all|llm/finbert|llm/gemma-4-31b|llm/vader,4,-2.4223492515664247,False,headline/sentiment_all,-2.03470075119148,headline/actionable_sentiment_all,-1.9090370190560197
headline/sentiment_all|headline/sentiment_non_reuters|headline/sentiment_reuters|llm/finbert,4,-1.622555658472032,False,llm/vader,-1.4849913533516796,headline/sentiment_reuters,-1.0740710395844983
headline/sentiment_all|headline/sentiment_non_reuters|headline/sentiment_reuters|llm/gemma-4-31b,4,-1.9049068243619165,False,llm/vader,-1.7124865950699042,headline/sentiment_reuters,-1.3678317381322993
headline/sentiment_all|headline/sentiment_non_reuters|headline/sentiment_reuters|llm/vader,4,-1.31938980648798,False,llm/finbert,-1.4849913533516796,headline/sentiment_reuters,-0.7537249317394807
headline/sentiment_all|headline/sentiment_non_reuters|llm/finbert|llm/gemma-4-31b,4,-1.5472080070137235,False,llm/vader,-1.4422225177239665,llm/gemma-4-31b,-1.0740710395844983
headline/sentiment_all|headline/sentiment_non_reuters|llm/finbert|llm/vader,4,-1.054474608497951,False,llm/gemma-4-31b,-1.4422225177239665,llm/finbert,-0.7537249317394807
headline/sentiment_all|headline/sentiment_non_reuters|llm/gemma-4-31b|llm/vader,4,-1.2876830272440158,False,llm/finbert,-1.4422225177239665,llm/gemma-4-31b,-0.7537249317394807
headline/sentiment_all|headline/sentiment_reuters|llm/finbert|llm/gemma-4-31b,4,-2.3461938854974136,False,headline/sentiment_non_reuters,-1.959043547887123,headline/sentiment_reuters,-1.8418080620720576
headline/sentiment_all|headline/sentiment_reuters|llm/finbert|llm/vader,4,-1.6893781926997227,False,headline/sentiment_non_reuters,-1.4849913533516796,headline/sentiment_reuters,-1.1461731243356863
headline/sentiment_all|headline/sentiment_reuters|llm/gemma-4-31b|llm/vader,4,-2.005237022639384,False,headline/sentiment_non_reuters,-1.7124865950699042,headline/sentiment_reuters,-1.4760362044515916
headline/sentiment_all|llm/finbert|llm/gemma-4-31b|llm/vader,4,-1.6205653469421037,False,headline/sentiment_non_reuters,-1.4422225177239665,llm/gemma-4-31b,-1.1461731243356863
headline/sentiment_non_reuters|headline/sentiment_reuters|llm/finbert|llm/gemma-4-31b,4,-2.376354687647446,False,headline/sentiment_all,-1.959043547887123,headline/sentiment_reuters,-1.8817327334833067
headline/sentiment_non_reuters|headline/sentiment_reuters|llm/finbert|llm/vader,4,-1.7200278339643091,False,headline/sentiment_all,-1.4849913533516796,headline/sentiment_reuters,-1.1864820985146824
headline/sentiment_non_reuters|headline/sentiment_reuters|llm/gemma-4-31b|llm/vader,4,-2.0342593699659437,False,headline/sentiment_all,-1.7124865950699042,headline/sentiment_reuters,-1.515084307427947
headline/sentiment_non_reuters|llm/finbert|llm/gemma-4-31b|llm/vader,4,-1.6502081862803737,False,headline/sentiment_all,-1.4422225177239665,llm/gemma-4-31b,-1.1864820985146824
headline/sentiment_reuters|llm/finbert|llm/gemma-4-31b|llm/vader,4,-2.3921531655580064,False,headline/sentiment_all,-2.026572033015291,headline/sentiment_reuters,-1.9090370190560197
headline/actionable_sentiment_all|headline/sentiment_all|headline/sentiment_non_reuters|headline/sentiment_reuters|llm/finbert,5,-2.011082687454938,False,llm/vader,-1.8438106988710379,headline/sentiment_reuters,-1.6195892135493952
headline/actionable_sentiment_all|headline/sentiment_all|headline/sentiment_non_reuters|headline/sentiment_reuters|llm/gemma-4-31b,5,-2.2352757963420213,False,llm/vader,-2.0377325079316244,headline/sentiment_reuters,-1.8531807301649483
headline/actionable_sentiment_all|headline/sentiment_all|headline/sentiment_non_reuters|headline/sentiment_reuters|llm/vader,5,-1.7637191136822041,False,llm/finbert,-1.8438106988710379,headline/actionable_sentiment_all,-1.31938980648798
headline/actionable_sentiment_all|headline/sentiment_all|headline/sentiment_non_reuters|llm/finbert|llm/gemma-4-31b,5,-1.9304753478912777,False,llm/vader,-1.7910359525583275,headline/actionable_sentiment_all,-1.5472080070137235
headline/actionable_sentiment_all|headline/sentiment_all|headline/sentiment_non_reuters|llm/finbert|llm/vader,5,-1.5148513405832456,False,llm/gemma-4-31b,-1.7910359525583275,headline/actionable_sentiment_all,-1.054474608497951
headline/actionable_sentiment_all|headline/sentiment_all|headline/sentiment_non_reuters|llm/gemma-4-31b|llm/vader,5,-1.7152550556405706,False,llm/finbert,-1.7910359525583275,headline/actionable_sentiment_all,-1.2876830272440158
headline/actionable_sentiment_all|headline/sentiment_all|headline/sentiment_reuters|llm/finbert|llm/gemma-4-31b,5,-2.6431584508499735,False,headline/sentiment_non_reuters,-2.2440228534647857,headline/sentiment_reuters,-2.287652029318894
headline/actionable_sentiment_all|headline/sentiment_all|headline/sentiment_reuters|llm/finbert|llm/vader,5,-2.1159833514725572,False,headline/sentiment_non_reuters,-1.8438106988710379,headline/actionable_sentiment_all,-1.6893781926997227
headline/actionable_sentiment_all|headline/sentiment_all|headline/sentiment_reuters|llm/gemma-4-31b|llm/vader,5,-2.3726421092596044,False,headline/sentiment_non_reuters,-2.0377325079316244,headline/sentiment_reuters,-2.001697719492392
headline/actionable_sentiment_all|headline/sentiment_all|llm/finbert|llm/gemma-4-31b|llm/vader,5,-2.03470075119148,False,headline/sentiment_non_reuters,-1.7910359525583275,headline/actionable_sentiment_all,-1.6205653469421037
headline/actionable_sentiment_all|headline/sentiment_non_reuters|headline/sentiment_reuters|llm/finbert|llm/gemma-4-31b,5,-2.6666019182514966,False,headline/sentiment_all,-2.2440228534647857,headline/sentiment_reuters,-2.3168398181751675
headline/actionable_sentiment_all|headline/sentiment_non_reuters|headline/sentiment_reuters|llm/finbert|llm/vader,5,-2.1393039935188365,False,headline/sentiment_all,-1.8438106988710379,headline/actionable_sentiment_all,-1.7200278339643091
headline/actionable_sentiment_all|headline/sentiment_non_reuters|headline/sentiment_reuters|llm/gemma-4-31b|llm/vader,5,-2.394884183946545,False,headline/sentiment_all,-2.0377325079316244,headline/sentiment_reuters,-2.0296530844227556
headline/actionable_sentiment_all|headline/sentiment_non_reuters|llm/finbert|llm/gemma-4-31b|llm/vader,5,-2.0576819723280377,False,headline/sentiment_all,-1.7910359525583275,headline/actionable_sentiment_all,-1.6502081862803737
headline/actionable_sentiment_all|headline/sentiment_reuters|llm/finbert|llm/gemma-4-31b|llm/vader,5,-2.7574687438213936,False,headline/sentiment_all,-2.341086655133632,headline/actionable_sentiment_all,-2.3921531655580064
headline/sentiment_all|headline/sentiment_non_reuters|headline/sentiment_reuters|llm/finbert|llm/gemma-4-31b,5,-1.959043547887123,False,llm/vader,-1.7845310809742665,headline/sentiment_reuters,-1.5472080070137235
headline/sentiment_all|headline/sentiment_non_reuters|headline/sentiment_reuters|llm/finbert|llm/vader,5,-1.4849913533516796,False,llm/gemma-4-31b,-1.7845310809742665,headline/sentiment_reuters,-1.054474608497951
headline/sentiment_all|headline/sentiment_non_reuters|headline/sentiment_reuters|llm/gemma-4-31b|llm/vader,5,-1.7124865950699042,False,llm/finbert,-1.7845310809742665,headline/sentiment_reuters,-1.2876830272440158
headline/sentiment_all|headline/sentiment_non_reuters|llm/finbert|llm/gemma-4-31b|llm/vader,5,-1.4422225177239665,False,headline/sentiment_reuters,-1.7845310809742665,llm/gemma-4-31b,-1.054474608497951
headline/sentiment_all|headline/sentiment_reuters|llm/finbert|llm/gemma-4-31b|llm/vader,5,-2.026572033015291,False,headline/sentiment_non_reuters,-1.7845310809742665,headline/sentiment_reuters,-1.6205653469421037
headline/sentiment_non_reuters|headline/sentiment_reuters|llm/finbert|llm/gemma-4-31b|llm/vader,5,-2.050333951115773,False,headline/sentiment_all,-1.7845310809742665,headline/sentiment_reuters,-1.6502081862803737
headline/actionable_sentiment_all|headline/sentiment_all|headline/sentiment_non_reuters|headline/sentiment_reuters|llm/finbert|llm/gemma-4-31b,6,-2.2440228534647857,False,llm/vader,-2.063412153755083,headline/sentiment_reuters,-1.9304753478912777
headline/actionable_sentiment_all|headline/sentiment_all|headline/sentiment_non_reuters|headline/sentiment_reuters|llm/finbert|llm/vader,6,-1.8438106988710379,False,llm/gemma-4-31b,-2.063412153755083,headline/actionable_sentiment_all,-1.4849913533516796
headline/actionable_sentiment_all|headline/sentiment_all|headline/sentiment_non_reuters|headline/sentiment_reuters|llm/gemma-4-31b|llm/vader,6,-2.0377325079316244,False,llm/finbert,-2.063412153755083,headline/actionable_sentiment_all,-1.7124865950699042
headline/actionable_sentiment_all|headline/sentiment_all|headline/sentiment_non_reuters|llm/finbert|llm/gemma-4-31b|llm/vader,6,-1.7910359525583275,False,headline/sentiment_reuters,-2.063412153755083,headline/actionable_sentiment_all,-1.4422225177239665
headline/actionable_sentiment_all|headline/sentiment_all|headline/sentiment_reuters|llm/finbert|llm/gemma-4-31b|llm/vader,6,-2.341086655133632,False,headline/sentiment_non_reuters,-2.063412153755083,headline/actionable_sentiment_all,-2.026572033015291
headline/actionable_sentiment_all|headline/sentiment_non_reuters|headline/sentiment_reuters|llm/finbert|llm/gemma-4-31b|llm/vader,6,-2.3602151502895983,False,headline/sentiment_all,-2.063412153755083,headline/actionable_sentiment_all,-2.050333951115773
headline/sentiment_all|headline/sentiment_non_reuters|headline/sentiment_reuters|llm/finbert|llm/gemma-4-31b|llm/vader,6,-1.7845310809742665,False,headline/actionable_sentiment_all,-2.063412153755083,headline/sentiment_reuters,-1.4422225177239665
headline/actionable_sentiment_all|headline/sentiment_all|headline/sentiment_non_reuters|headline/sentiment_reuters|llm/finbert|llm/gemma-4-31b|llm/vader,7,-2.063412153755083,False,,,headline/actionable_sentiment_all,-1.7845310809742665
